shift_id,staff_id,role,department,shift_start,shift_end,shift_type
2254,08d3c379-0e97-4f59-884d-413ba340e4f1,nurse,Emergency,2023-02-11 15:00:08,2023-02-11 23:00:08,evening
2255,b60d1958-6117-4294-a859-e9ba5ec2273d,nurse,Cardiology,2023-03-23 07:00:58,2023-03-23 15:00:58,day
2256,79811344-af7d-4ee6-a3fa-1c174f055eed,nurse,ICU,2023-08-07 07:00:18,2023-08-07 15:00:18,day
2257,a44a27cd-f49d-4fd3-ae7b-9cce74401a60,nurse,Surgery,2023-11-20 07:00:39,2023-11-20 15:00:39,day
2258,a9ad50de-8d6d-49ae-a898-bbca767c3d41,nurse,Surgery,2023-06-16 23:00:26,2023-06-17 09:00:26,night
2259,16d7a534-7aa0-467d-9f66-6bb4c5d0d2f0,nurse,ICU,2023-05-04 07:00:15,2023-05-04 15:00:15,day
2260,5b1f1a2e-3244-49a4-8840-6e44a4c1d506,nurse,Cardiology,2023-09-03 15:00:33,2023-09-03 23:00:33,evening
2261,f7eb2511-9080-43ec-8a17-1f32046cb8e7,nurse,Surgery,2023-12-15 15:00:21,2023-12-15 23:00:21,evening
2262,7a4147d6-f110-4522-8dd2-aaf50c630a9d,nurse,Cardiology,2023-04-10 07:00:27,2023-04-10 15:00:27,day
2263,8e459f50-0112-4786-b08b-32db52cbbae1,nurse,ICU,2023-01-16 07:00:43,2023-01-16 15:00:43,day
2264,3d710f14-1582-4e0a-805c-8fd72ca3d055,doctor,Pediatrics,2023-02-09 15:00:06,2023-02-09 23:00:06,evening
2265,33cf808b-f6d0-4adb-8f15-682382cb56f5,doctor,Surgery,2023-11-26 07:00:00,2023-11-26 15:00:00,day
2266,acb5e9f7-1f81-4f4d-bda7-9b16351b5f1a,doctor,ICU,2023-10-29 15:00:45,2023-10-29 23:00:45,evening
2267,29eedddc-8ece-4108-b5e1-ab60e9aa4346,nurse,ICU,2023-10-15 23:00:01,2023-10-16 09:00:01,night
2268,e7eea432-cd57-49f1-98bb-b982e950fe60,technician,Emergency,2023-12-06 15:00:23,2023-12-06 23:00:23,evening
2269,e6fda128-75b8-4099-a74d-e0d95da67414,technician,Pediatrics,2023-11-02 07:00:01,2023-11-02 15:00:01,day
2270,662db68d-0213-492b-b44c-a5bb8d6a5030,nurse,ICU,2023-11-11 15:00:27,2023-11-11 23:00:27,evening
2271,d73c4ac7-12d9-4248-9e88-7fe119a22fa1,nurse,Pediatrics,2023-02-11 15:00:22,2023-02-11 23:00:22,evening
2272,d75ac37e-3ebe-4076-89e1-1f91be575646,technician,Pediatrics,2023-06-23 15:00:53,2023-06-23 23:00:53,evening
2273,49006ee2-6f0e-4e15-9daf-518ee7c17647,doctor,Emergency,2023-07-05 07:00:28,2023-07-05 15:00:28,day
2274,2ab6e27a-8148-40a8-ba52-e944c1c78915,nurse,Cardiology,2023-03-09 07:00:47,2023-03-09 15:00:47,day
2275,8d30d139-55c0-4ad7-b34c-b7466be6d0d7,doctor,ICU,2023-11-28 23:00:48,2023-11-29 09:00:48,night
2276,9c7f88b5-6466-4ce4-bbe0-46e9e7907278,nurse,Emergency,2023-08-31 15:00:40,2023-08-31 23:00:40,evening
2277,a9ad50de-8d6d-49ae-a898-bbca767c3d41,technician,Emergency,2023-03-16 15:00:17,2023-03-16 23:00:17,evening
2278,18624393-74b3-4fb2-8bc8-9e8c316d25f1,nurse,Emergency,2023-12-18 15:00:57,2023-12-18 23:00:57,evening
2279,bacd83f2-e54b-46c4-96d5-a90649ad939f,doctor,Emergency,2023-07-06 07:00:36,2023-07-06 15:00:36,day
2280,446dabc7-48ca-4eed-a254-bc7fb7b8875e,doctor,Emergency,2023-06-11 23:00:15,2023-06-12 09:00:15,night
2281,4714a5aa-5a4c-4452-bb48-4c8de6ae12bb,doctor,Surgery,2023-08-07 07:00:44,2023-08-07 15:00:44,day
2282,a5161a55-5260-42f4-ab83-16712c2c6961,nurse,ICU,2023-08-29 07:00:14,2023-08-29 15:00:14,day
2283,8753ec2a-38b2-4aa2-b722-7fe824b6741d,nurse,Surgery,2023-05-01 07:00:31,2023-05-01 15:00:31,day
2284,a13a0f6a-88ec-4bdd-9ba8-d96bbd6dbe6e,nurse,Pediatrics,2023-12-10 23:00:16,2023-12-11 09:00:16,night
2285,9d75216c-2f3c-4965-bf14-269e2e4dde6b,nurse,Cardiology,2023-11-19 07:00:48,2023-11-19 15:00:48,day
2286,71b71114-e8e9-4975-b231-cc8001027ce9,nurse,ICU,2023-10-19 15:00:24,2023-10-19 23:00:24,evening
2287,d73c4ac7-12d9-4248-9e88-7fe119a22fa1,nurse,Surgery,2023-06-11 07:00:42,2023-06-11 15:00:42,day
2288,bf3f5107-3667-4a1a-b5af-d25541c06a62,nurse,Emergency,2023-08-15 23:00:39,2023-08-16 09:00:39,night
2289,63c3ec0c-3604-462f-9b72-3acac6fc1f18,nurse,Pediatrics,2023-02-15 15:00:00,2023-02-15 23:00:00,evening
2290,3cd99033-864e-4f7e-bd4b-47be834a0b56,doctor,Emergency,2023-02-11 07:00:00,2023-02-11 15:00:00,day
2291,5c59716c-c800-47e2-87ed-8545e7b4b971,technician,Surgery,2023-11-24 15:00:44,2023-11-24 23:00:44,evening
2292,22c57e0c-a78c-4402-997e-3fff06222042,nurse,ICU,2023-06-26 15:00:02,2023-06-26 23:00:02,evening
2293,9b07a1a7-9538-4c6a-b818-bf7202d2a3ae,nurse,Emergency,2023-11-03 07:00:09,2023-11-03 15:00:09,day
2294,8e459f50-0112-4786-b08b-32db52cbbae1,doctor,Pediatrics,2023-06-19 23:00:51,2023-06-20 09:00:51,night
2295,8e459f50-0112-4786-b08b-32db52cbbae1,technician,Cardiology,2023-04-09 15:00:25,2023-04-09 23:00:25,evening
2296,699f1623-ce07-4172-b18a-a91d5bd6122f,technician,ICU,2023-06-01 15:00:23,2023-06-01 23:00:23,evening
2297,5b1f1a2e-3244-49a4-8840-6e44a4c1d506,nurse,Emergency,2023-10-30 15:00:51,2023-10-30 23:00:51,evening
2298,30d28be9-7464-49df-9eb9-aabe84102331,nurse,ICU,2023-01-01 07:00:14,2023-01-01 15:00:14,day
2299,8e459f50-0112-4786-b08b-32db52cbbae1,technician,Pediatrics,2023-04-22 15:00:59,2023-04-22 23:00:59,evening
2300,2f822282-527c-419b-bd92-b3e9f7dc86bd,nurse,ICU,2023-09-04 07:00:15,2023-09-04 15:00:15,day
2301,6aeb8a44-1cca-4bdf-ac66-7b48b4cf563d,doctor,Emergency,2023-04-23 07:00:26,2023-04-23 15:00:26,day
2302,f14202f7-3559-47e3-8305-5162201353f6,doctor,Pediatrics,2023-07-20 15:00:42,2023-07-20 23:00:42,evening
2303,147c81ff-20c0-4d17-8fcd-9ca382e1b405,doctor,ICU,2023-08-31 07:00:19,2023-08-31 15:00:19,day
2304,8303e879-eb01-41c0-b223-80e5ba7e25d6,nurse,Pediatrics,2023-04-17 15:00:50,2023-04-17 23:00:50,evening
2305,81aeee6e-0ea8-46bc-b338-5ed371218315,technician,Cardiology,2023-04-12 15:00:19,2023-04-12 23:00:19,evening
2306,a1950795-1680-458b-8eee-57da1412f3aa,doctor,Cardiology,2023-12-09 23:00:24,2023-12-10 09:00:24,night
2307,c0d74cd8-47e8-4b53-9906-d24cd51350f8,doctor,Emergency,2023-01-07 07:00:45,2023-01-07 15:00:45,day
2308,e88e71e6-35c5-4f65-9a61-584176a6b0bc,nurse,Pediatrics,2023-05-30 15:00:41,2023-05-30 23:00:41,evening
2309,e09b0f42-9ba9-49b2-b417-1b4c584dfbe7,nurse,Surgery,2023-05-10 23:00:09,2023-05-11 09:00:09,night
2310,a6a46f4d-5d23-4c3d-9a61-b9c41ed541f4,nurse,Cardiology,2023-12-19 07:00:09,2023-12-19 15:00:09,day
2311,73ad5fd8-18d7-4221-951f-296d5b6a361e,nurse,Cardiology,2023-01-14 07:00:41,2023-01-14 15:00:41,day
2312,48ee4eb4-1cc8-402e-bc8c-6f16c4757f32,doctor,Surgery,2023-07-12 15:00:13,2023-07-12 23:00:13,evening
2313,d5cdafce-d40f-44d5-96ac-461a317cf229,doctor,Surgery,2023-11-16 23:00:59,2023-11-17 09:00:59,night
2314,7a4147d6-f110-4522-8dd2-aaf50c630a9d,technician,Emergency,2023-01-11 07:00:09,2023-01-11 15:00:09,day
2315,f43accfd-7e43-43e9-a6ed-bfe9d4e8d4eb,doctor,Surgery,2023-08-25 07:00:04,2023-08-25 15:00:04,day
2316,22c57e0c-a78c-4402-997e-3fff06222042,nurse,Pediatrics,2023-12-23 15:00:58,2023-12-23 23:00:58,evening
2317,960c93c4-72c4-432e-870f-f448f6979f79,technician,Pediatrics,2023-09-22 07:00:44,2023-09-22 15:00:44,day
2318,32640a3c-5773-44ea-a1ab-2b1c89c5d2b9,nurse,Cardiology,2023-03-26 15:00:50,2023-03-26 23:00:50,evening
2319,fecb32e3-4e98-40b5-bbdb-7b8d135badf4,doctor,Emergency,2023-04-03 07:00:49,2023-04-03 15:00:49,day
2320,d75ac37e-3ebe-4076-89e1-1f91be575646,nurse,Pediatrics,2023-07-30 07:00:07,2023-07-30 15:00:07,day
2321,f7eb2511-9080-43ec-8a17-1f32046cb8e7,doctor,Emergency,2023-10-31 07:00:01,2023-10-31 15:00:01,day
2322,808d9ab5-6963-4eb7-8487-4057e0337f54,nurse,Emergency,2023-06-11 23:00:01,2023-06-12 09:00:01,night
2323,2697141d-f4fd-447e-aca5-f92ce4507d43,doctor,Cardiology,2023-12-24 07:00:22,2023-12-24 15:00:22,day
2324,d73c4ac7-12d9-4248-9e88-7fe119a22fa1,technician,Pediatrics,2023-06-20 07:00:41,2023-06-20 15:00:41,day
2325,2f822282-527c-419b-bd92-b3e9f7dc86bd,nurse,Cardiology,2023-09-02 07:00:06,2023-09-02 15:00:06,day
2326,bacd83f2-e54b-46c4-96d5-a90649ad939f,nurse,Surgery,2023-08-07 23:00:50,2023-08-08 09:00:50,night
2327,c2381d7f-fa02-4837-95e5-5a0d589953d6,nurse,Cardiology,2023-10-15 07:00:32,2023-10-15 15:00:32,day
2328,fecb32e3-4e98-40b5-bbdb-7b8d135badf4,doctor,Cardiology,2023-01-19 15:00:43,2023-01-19 23:00:43,evening
2329,8a004291-99d8-4ab1-8225-4d6c2b60a219,nurse,Cardiology,2023-02-19 07:00:48,2023-02-19 15:00:48,day
2330,bf3f5107-3667-4a1a-b5af-d25541c06a62,nurse,Pediatrics,2023-11-17 23:00:24,2023-11-18 09:00:24,night
2331,e37d2942-4a22-4712-ba72-30f02350ad98,nurse,ICU,2023-05-12 07:00:49,2023-05-12 15:00:49,day
2332,58e301c0-983d-43e5-8f58-d3701c0664c3,nurse,Pediatrics,2023-08-30 15:00:10,2023-08-30 23:00:10,evening
2333,e88e71e6-35c5-4f65-9a61-584176a6b0bc,nurse,Pediatrics,2023-05-24 07:00:05,2023-05-24 15:00:05,day
2334,d200c0e5-29fe-41db-a319-ecc67f29fa31,nurse,Cardiology,2023-04-16 15:00:39,2023-04-16 23:00:39,evening
2335,c8746a90-ace7-4402-877e-7b386c215568,nurse,Cardiology,2023-05-06 07:00:51,2023-05-06 15:00:51,day
2336,9404248f-5747-4cd9-b6ec-aac60f21e73d,nurse,Pediatrics,2023-12-24 07:00:47,2023-12-24 15:00:47,day
2337,bfd44f7f-8b3b-4cfe-878f-8ac391536c3f,nurse,Surgery,2023-06-08 15:00:54,2023-06-08 23:00:54,evening
2338,50e3f0fb-eca1-4254-82b8-c72dad727511,nurse,Emergency,2023-01-14 15:00:15,2023-01-14 23:00:15,evening
2339,6e496383-279e-488f-9a1b-db46d14ea16d,nurse,Surgery,2023-05-04 07:00:24,2023-05-04 15:00:24,day
2340,fd36fbe5-7f3a-4e75-93c3-bee75a8b9ff9,nurse,Surgery,2023-10-31 07:00:28,2023-10-31 15:00:28,day
2341,7b644eb1-1a8f-425e-8f58-363aa540ced8,doctor,Emergency,2023-03-04 07:00:16,2023-03-04 15:00:16,day
2342,7b644eb1-1a8f-425e-8f58-363aa540ced8,nurse,Surgery,2023-09-21 07:00:54,2023-09-21 15:00:54,day
2343,14a25725-60ae-4192-b1aa-338da6f93c5f,technician,Cardiology,2023-04-21 23:00:52,2023-04-22 09:00:52,night
2344,3fe91a79-7701-4f3c-9f19-32a568c82ede,doctor,Surgery,2023-01-13 23:00:27,2023-01-14 09:00:27,night
2345,76ac7635-1ff0-4184-b0da-ba0b4b222d4b,nurse,Cardiology,2023-09-13 07:00:19,2023-09-13 15:00:19,day
2346,8303e879-eb01-41c0-b223-80e5ba7e25d6,nurse,Surgery,2023-11-08 07:00:14,2023-11-08 15:00:14,day
2347,14afdda7-9af1-4092-aeb8-ab1a94f813e5,technician,Cardiology,2023-02-18 23:00:52,2023-02-19 09:00:52,night
2348,78c28a48-fcee-459f-97ba-22b2ca92ff13,nurse,Surgery,2023-07-15 15:00:59,2023-07-15 23:00:59,evening
2349,f90ae175-6e88-421e-bcd9-297ea673c326,nurse,ICU,2023-09-25 23:00:13,2023-09-26 09:00:13,night
2350,58e301c0-983d-43e5-8f58-d3701c0664c3,nurse,Surgery,2023-04-22 07:00:11,2023-04-22 15:00:11,day
2351,3c41ff81-f553-4f0d-a19f-2bee2e68666f,nurse,Surgery,2023-10-28 07:00:43,2023-10-28 15:00:43,day
2352,930c2ac5-930e-470c-bee2-6a1da1c7953d,nurse,Emergency,2023-12-28 23:00:09,2023-12-29 09:00:09,night
2353,88d05975-8d59-4d6f-b4e0-ca8d79c3c517,technician,Surgery,2023-08-23 07:00:33,2023-08-23 15:00:33,day
2354,635c0e31-b5a2-4285-a6ce-fdaa855ed83d,doctor,Emergency,2023-09-02 23:00:32,2023-09-03 09:00:32,night
2355,f14202f7-3559-47e3-8305-5162201353f6,nurse,Surgery,2023-04-25 15:00:39,2023-04-25 23:00:39,evening
2356,86fa1eec-4f52-4fb8-b58d-c8d72607037a,doctor,ICU,2023-01-24 07:00:53,2023-01-24 15:00:53,day
2357,b568eab5-c1a5-4492-996c-77268dd8fb49,doctor,Surgery,2023-07-11 23:00:49,2023-07-12 09:00:49,night
2358,6274a0aa-fd0e-45ce-98f0-3aead3a05e04,nurse,Pediatrics,2023-12-15 07:00:17,2023-12-15 15:00:17,day
2359,bacd83f2-e54b-46c4-96d5-a90649ad939f,doctor,Emergency,2023-10-14 23:00:26,2023-10-15 09:00:26,night
2360,f8785945-271f-42ba-a2d0-99acbb09a53b,nurse,Pediatrics,2023-03-01 07:00:48,2023-03-01 15:00:48,day
2361,78c28a48-fcee-459f-97ba-22b2ca92ff13,nurse,Surgery,2023-06-29 07:00:41,2023-06-29 15:00:41,day
2362,c8746a90-ace7-4402-877e-7b386c215568,nurse,Cardiology,2023-11-30 07:00:42,2023-11-30 15:00:42,day
2363,88d05975-8d59-4d6f-b4e0-ca8d79c3c517,nurse,Emergency,2023-11-12 07:00:06,2023-11-12 15:00:06,day
2364,6d7cb76f-b694-4703-a666-4b4cfdd6074f,nurse,Cardiology,2023-10-14 07:00:18,2023-10-14 15:00:18,day
2365,da767762-b15f-44cd-82a7-931fbddc1c06,doctor,Pediatrics,2023-05-13 07:00:36,2023-05-13 15:00:36,day
2366,0ac2eba0-e251-4373-bcdf-9b3704f6687d,nurse,Surgery,2023-12-27 07:00:29,2023-12-27 15:00:29,day
2367,2ab6e27a-8148-40a8-ba52-e944c1c78915,doctor,ICU,2023-11-18 23:00:31,2023-11-19 09:00:31,night
2368,56ec29e6-154d-4b9c-925a-4173c56d0eee,nurse,ICU,2023-03-16 07:00:22,2023-03-16 15:00:22,day
2369,61bb772c-5a1c-47b4-b08c-320fc652f93c,nurse,ICU,2023-06-26 07:00:13,2023-06-26 15:00:13,day
2370,3729b0c6-17c9-4dd8-ae58-f8e3a3f32c4f,nurse,Surgery,2023-01-11 07:00:03,2023-01-11 15:00:03,day
2371,63c3ec0c-3604-462f-9b72-3acac6fc1f18,nurse,Surgery,2023-06-07 07:00:29,2023-06-07 15:00:29,day
2372,b8e4b306-9de1-4b50-bdd2-bff2fe665200,nurse,Surgery,2023-12-05 23:00:00,2023-12-06 09:00:00,night
2373,46569dd7-08ea-454f-aec6-d377225e8dba,doctor,Pediatrics,2023-09-25 23:00:35,2023-09-26 09:00:35,night
2374,da767762-b15f-44cd-82a7-931fbddc1c06,technician,Surgery,2023-09-07 23:00:05,2023-09-08 09:00:05,night
2375,fd36fbe5-7f3a-4e75-93c3-bee75a8b9ff9,doctor,Emergency,2023-08-19 23:00:28,2023-08-20 09:00:28,night
2376,d5cdafce-d40f-44d5-96ac-461a317cf229,nurse,Cardiology,2023-09-05 07:00:15,2023-09-05 15:00:15,day
2377,5a4b4cc4-d840-48c5-8939-57653b737bf9,doctor,Emergency,2023-07-05 07:00:25,2023-07-05 15:00:25,day
2378,71534264-5caa-4a49-8eb1-0904544cddd5,nurse,Cardiology,2023-06-13 07:00:06,2023-06-13 15:00:06,day
2379,59274bb9-c896-440b-b9f9-09d1dbbda58e,doctor,Pediatrics,2023-04-11 07:00:26,2023-04-11 15:00:26,day
2380,4d9497b5-1e99-4828-b9ee-b603c236b775,doctor,Surgery,2023-05-22 07:00:59,2023-05-22 15:00:59,day
2381,f9512c5a-8de8-466f-b8cd-338712f1eefc,doctor,Surgery,2023-12-26 23:00:04,2023-12-27 09:00:04,night
2382,46569dd7-08ea-454f-aec6-d377225e8dba,nurse,Emergency,2023-11-03 07:00:22,2023-11-03 15:00:22,day
2383,29229716-b99b-4497-ad3a-e14e6ad644f5,nurse,Cardiology,2023-01-23 15:00:30,2023-01-23 23:00:30,evening
2384,960c93c4-72c4-432e-870f-f448f6979f79,doctor,Surgery,2023-04-12 07:00:15,2023-04-12 15:00:15,day
2385,dc680e78-e607-4793-9631-84a6a102ea9b,doctor,Pediatrics,2023-04-28 07:00:42,2023-04-28 15:00:42,day
2386,5a4b4cc4-d840-48c5-8939-57653b737bf9,nurse,ICU,2023-08-14 23:00:25,2023-08-15 09:00:25,night
2387,6274a0aa-fd0e-45ce-98f0-3aead3a05e04,nurse,Cardiology,2023-05-15 07:00:40,2023-05-15 15:00:40,day
2388,a7defb84-c74a-4b9a-a469-7ab49d8d8fdd,doctor,Emergency,2023-06-08 15:00:05,2023-06-08 23:00:05,evening
2389,e37d2942-4a22-4712-ba72-30f02350ad98,doctor,Cardiology,2023-10-10 07:00:53,2023-10-10 15:00:53,day
2390,9d75216c-2f3c-4965-bf14-269e2e4dde6b,doctor,Emergency,2023-06-12 15:00:09,2023-06-12 23:00:09,evening
2391,84936fa3-3f6b-49b6-8d6c-a4cfcd352c0d,nurse,Pediatrics,2023-01-23 07:00:24,2023-01-23 15:00:24,day
2392,71534264-5caa-4a49-8eb1-0904544cddd5,nurse,ICU,2023-01-26 15:00:31,2023-01-26 23:00:31,evening
2393,8753ec2a-38b2-4aa2-b722-7fe824b6741d,nurse,Emergency,2023-02-07 15:00:38,2023-02-07 23:00:38,evening
2394,9404248f-5747-4cd9-b6ec-aac60f21e73d,doctor,Emergency,2023-07-02 07:00:21,2023-07-02 15:00:21,day
2395,3d710f14-1582-4e0a-805c-8fd72ca3d055,technician,Pediatrics,2023-09-06 15:00:45,2023-09-06 23:00:45,evening
2396,216f7aec-7af1-4031-8d6a-e8c3c7b3b2d5,technician,Pediatrics,2023-11-24 15:00:39,2023-11-24 23:00:39,evening
2397,5c59716c-c800-47e2-87ed-8545e7b4b971,technician,Surgery,2023-02-25 23:00:01,2023-02-26 09:00:01,night
2398,8c878043-068b-4461-9e03-bdee777ede46,nurse,Emergency,2023-04-14 07:00:00,2023-04-14 15:00:00,day
2399,3c41ff81-f553-4f0d-a19f-2bee2e68666f,doctor,ICU,2023-11-30 07:00:37,2023-11-30 15:00:37,day
2400,b60d1958-6117-4294-a859-e9ba5ec2273d,nurse,Cardiology,2023-01-08 07:00:06,2023-01-08 15:00:06,day
2401,86fa1eec-4f52-4fb8-b58d-c8d72607037a,nurse,Emergency,2023-12-24 07:00:28,2023-12-24 15:00:28,day
2402,808d9ab5-6963-4eb7-8487-4057e0337f54,nurse,Cardiology,2023-11-28 07:00:31,2023-11-28 15:00:31,day
2403,73ad5fd8-18d7-4221-951f-296d5b6a361e,doctor,Surgery,2023-04-05 07:00:35,2023-04-05 15:00:35,day
2404,c8746a90-ace7-4402-877e-7b386c215568,nurse,Cardiology,2023-10-12 07:00:44,2023-10-12 15:00:44,day
2405,ac135421-0822-4d9b-a258-6ac7380213f9,doctor,Surgery,2023-11-19 23:00:57,2023-11-20 09:00:57,night
2406,fecb32e3-4e98-40b5-bbdb-7b8d135badf4,doctor,Pediatrics,2023-02-10 07:00:36,2023-02-10 15:00:36,day
2407,3fe91a79-7701-4f3c-9f19-32a568c82ede,nurse,Cardiology,2023-04-26 07:00:20,2023-04-26 15:00:20,day
2408,371d00ba-cf58-42fd-8297-210d61e8362e,doctor,Surgery,2023-10-21 15:00:42,2023-10-21 23:00:42,evening
2409,e88e71e6-35c5-4f65-9a61-584176a6b0bc,nurse,Cardiology,2023-03-26 23:00:24,2023-03-27 09:00:24,night
2410,9ba4ee73-0aaf-4962-8909-8e9ab434ceb8,doctor,Cardiology,2023-01-24 07:00:59,2023-01-24 15:00:59,day
2411,662db68d-0213-492b-b44c-a5bb8d6a5030,nurse,Surgery,2023-04-28 07:00:15,2023-04-28 15:00:15,day
2412,2f822282-527c-419b-bd92-b3e9f7dc86bd,nurse,Cardiology,2023-10-13 07:00:21,2023-10-13 15:00:21,day
2413,22a4c182-7d9a-4854-8dce-3d961f1c264b,nurse,Emergency,2023-01-03 15:00:06,2023-01-03 23:00:06,evening
2414,3cd99033-864e-4f7e-bd4b-47be834a0b56,nurse,ICU,2023-11-21 23:00:12,2023-11-22 09:00:12,night
2415,85ceedd2-29df-4f2e-be9d-d730a8a7edcf,nurse,Pediatrics,2023-11-25 07:00:07,2023-11-25 15:00:07,day
2416,fecb32e3-4e98-40b5-bbdb-7b8d135badf4,nurse,Surgery,2023-03-05 23:00:30,2023-03-06 09:00:30,night
2417,e61cd65f-f50f-4486-928f-4d79ddc59836,doctor,ICU,2023-10-12 15:00:20,2023-10-12 23:00:20,evening
2418,d5cdafce-d40f-44d5-96ac-461a317cf229,doctor,Emergency,2023-05-12 07:00:48,2023-05-12 15:00:48,day
2419,0d2105e0-a9fc-420b-80e5-0c8a9bbee5ba,doctor,Pediatrics,2023-03-21 07:00:46,2023-03-21 15:00:46,day
2420,16f4ab5f-349f-4adf-85cf-f5282c1886dd,nurse,Pediatrics,2023-02-26 07:00:07,2023-02-26 15:00:07,day
2421,8d30d139-55c0-4ad7-b34c-b7466be6d0d7,nurse,Surgery,2023-06-03 07:00:09,2023-06-03 15:00:09,day
2422,d73c4ac7-12d9-4248-9e88-7fe119a22fa1,doctor,Surgery,2023-07-05 07:00:17,2023-07-05 15:00:17,day
2423,32640a3c-5773-44ea-a1ab-2b1c89c5d2b9,doctor,Surgery,2023-02-15 15:00:22,2023-02-15 23:00:22,evening
2424,85fd46f3-52cd-4273-9a55-b2b894272473,nurse,Emergency,2023-10-30 07:00:19,2023-10-30 15:00:19,day
2425,233b05a8-f2b9-4a69-bc1d-2c4d484480b7,nurse,ICU,2023-01-19 15:00:07,2023-01-19 23:00:07,evening
2426,526c0c72-612e-42d4-b6af-bc9c63534aaf,nurse,Emergency,2023-02-04 23:00:40,2023-02-05 09:00:40,night
2427,14a25725-60ae-4192-b1aa-338da6f93c5f,nurse,Surgery,2023-02-15 07:00:38,2023-02-15 15:00:38,day
2428,aee8e7e7-2318-478d-b1d9-30b910c43fda,nurse,ICU,2023-09-16 07:00:45,2023-09-16 15:00:45,day
2429,9b07a1a7-9538-4c6a-b818-bf7202d2a3ae,nurse,Surgery,2023-11-30 07:00:37,2023-11-30 15:00:37,day
2430,49006ee2-6f0e-4e15-9daf-518ee7c17647,nurse,Pediatrics,2023-04-24 15:00:48,2023-04-24 23:00:48,evening
2431,b60d1958-6117-4294-a859-e9ba5ec2273d,nurse,Surgery,2023-05-28 23:00:39,2023-05-29 09:00:39,night
2432,662db68d-0213-492b-b44c-a5bb8d6a5030,nurse,Surgery,2023-12-07 15:00:14,2023-12-07 23:00:14,evening
2433,a5161a55-5260-42f4-ab83-16712c2c6961,nurse,ICU,2023-10-10 15:00:12,2023-10-10 23:00:12,evening
2434,ccbc79fd-049a-4c03-8123-605a6484dad4,doctor,Surgery,2023-08-23 07:00:36,2023-08-23 15:00:36,day
2435,0175c3c4-7b00-4091-aa29-c839666e3359,nurse,Pediatrics,2023-06-25 07:00:05,2023-06-25 15:00:05,day
2436,6274a0aa-fd0e-45ce-98f0-3aead3a05e04,nurse,Pediatrics,2023-09-24 07:00:56,2023-09-24 15:00:56,day
2437,16f4ab5f-349f-4adf-85cf-f5282c1886dd,nurse,ICU,2023-07-12 07:00:54,2023-07-12 15:00:54,day
2438,f9512c5a-8de8-466f-b8cd-338712f1eefc,nurse,Pediatrics,2023-02-10 07:00:04,2023-02-10 15:00:04,day
2439,7e2c1ea2-6c5d-4d04-bb7d-5487b24c62c3,doctor,Emergency,2023-10-07 23:00:00,2023-10-08 09:00:00,night
2440,5e6176a0-50dd-46d8-b3f7-9dfb6a5e2cfc,nurse,Cardiology,2023-08-04 07:00:22,2023-08-04 15:00:22,day
2441,e98b285d-f83e-4f97-b9f0-e77e20264f3d,nurse,Cardiology,2023-05-02 07:00:14,2023-05-02 15:00:14,day
2442,446dabc7-48ca-4eed-a254-bc7fb7b8875e,doctor,Surgery,2023-05-21 15:00:42,2023-05-21 23:00:42,evening
2443,86fa1eec-4f52-4fb8-b58d-c8d72607037a,doctor,Surgery,2023-11-25 15:00:34,2023-11-25 23:00:34,evening
2444,29229716-b99b-4497-ad3a-e14e6ad644f5,doctor,Pediatrics,2023-04-01 15:00:50,2023-04-01 23:00:50,evening
2445,42b59558-313d-4757-9bd8-ca1923ab7ed4,nurse,Surgery,2023-04-08 15:00:51,2023-04-08 23:00:51,evening
2446,85ceedd2-29df-4f2e-be9d-d730a8a7edcf,nurse,Pediatrics,2023-09-03 07:00:44,2023-09-03 15:00:44,day
2447,0175c3c4-7b00-4091-aa29-c839666e3359,technician,ICU,2023-02-03 15:00:47,2023-02-03 23:00:47,evening
2448,c8746a90-ace7-4402-877e-7b386c215568,nurse,Cardiology,2023-08-31 07:00:16,2023-08-31 15:00:16,day
2449,960c93c4-72c4-432e-870f-f448f6979f79,nurse,Surgery,2023-11-03 07:00:44,2023-11-03 15:00:44,day
2450,31ab4ab1-ad53-4ea5-b8ba-2272df19a1be,nurse,Cardiology,2023-11-30 15:00:04,2023-11-30 23:00:04,evening
2451,7a34dba1-44db-4e77-b7e2-d7b3018c4089,nurse,Cardiology,2023-10-26 07:00:16,2023-10-26 15:00:16,day
2452,0b14dc98-0198-4f14-93c3-54de057a8da7,nurse,ICU,2023-08-25 07:00:10,2023-08-25 15:00:10,day
2453,015296b2-95cf-4150-be4e-0f7897304913,technician,Cardiology,2023-12-20 07:00:35,2023-12-20 15:00:35,day
2454,bacd83f2-e54b-46c4-96d5-a90649ad939f,nurse,ICU,2023-02-19 15:00:18,2023-02-19 23:00:18,evening
2455,88d05975-8d59-4d6f-b4e0-ca8d79c3c517,nurse,Cardiology,2023-01-31 07:00:34,2023-01-31 15:00:34,day
2456,c8220341-4b49-4bb6-86a8-d94776128c7a,nurse,ICU,2023-11-17 15:00:39,2023-11-17 23:00:39,evening
2457,46569dd7-08ea-454f-aec6-d377225e8dba,doctor,ICU,2023-12-10 15:00:21,2023-12-10 23:00:21,evening
2458,cfd51ffd-d6f1-4953-b2e5-2199c9dc8c52,nurse,Pediatrics,2023-08-18 15:00:13,2023-08-18 23:00:13,evening
